"kode","ada_daftar_isi","ada_uraian","nama_daftar_isi","nama_uraian","nama_cocok","halaman_cetak_daftar_isi","halaman_cetak_uraian","halaman_cocok"
"6114","True","True","PEKERJA PERTANIAN TANAMAN CAMPURAN (TUMPANG SARI)","PEKERJA PERTANIAN TANAMAN CAMPURAN (TUMPANG SARI)","True","802","802","True"
"612","True","True","PEKERJA PETERNAKAN","PEKERJA PETERNAKAN","True","803","803","True"
"6121","True","True","PEKERJA PETERNAKAN HEWAN BESAR DAN KECIL SERTA PENGHASIL SUSU","PEKERJA PETERNAKAN HEWAN BESAR DAN KECIL SERTA PENGHASIL SUSU","True","804","804","True"
"6122","True","True","PEKERJA PETERNAKAN UNGGAS","PEKERJA PETERNAKAN UNGGAS","True","810","810","True"
"6123","True","True","PEKERJA PETERNAKAN LEBAH DAN ULAT SUTRA","PEKERJA PETERNAKAN LEBAH DAN ULAT SUTRA","True","811","811","True"
"6129","True","True","PEKERJA PETERNAKAN YTDL","PEKERJA PETERNAKAN YTDL","True","812","812","True"
"613","True","True","PEKERJA CAMPURAN PERTANIAN DAN PETERNAKAN","PEKERJA CAMPURAN PERTANIAN DAN PETERNAKAN","True","814","814","True"
"6130","True","True","PEKERJA CAMPURAN PERTANIAN DAN PETERNAKAN","PEKERJA CAMPURAN PERTANIAN DAN PETERNAKAN","True","815","815","True"
"62","True","True","PEKERJA TERAMPIL KEHUTANAN, PERIKANAN, DAN PERBURUAN BERORIENTASI PASAR","PEKERJA TERAMPIL KEHUTANAN, PERIKANAN, DAN PERBURUAN BERORIENTASI PASAR","True","816","816","True"
"621","True","True","PEKERJA KEHUTANAN DAN YBDI","PEKERJA KEHUTANAN DAN YBDI","True","817","817","True"
"6210","True","True","PEKERJA KEHUTANAN DAN YBDI","PEKERJA KEHUTANAN DAN YBDI","True","817","817","True"
"622","True","True","PEKERJA PERIKANAN, PERBURUAN, DAN PENANGKAPAN SATWA LIAR","PEKERJA PERIKANAN, PERBURUAN, DAN PENANGKAPAN SATWA LIAR","True","820","820","True"
"6221","True","True","PEKERJA BUDIDAYA PERIKANAN","PEKERJA BUDIDAYA PERIKANAN","True","821","821","True"
"6222","True","True","PEKERJA PERIKANAN TANGKAP DI PERAIRAN UMUM DAN PESISIR","PEKERJA PERIKANAN TANGKAP DI PERAIRAN UMUM DAN PESISIR","True","824","824","True"
"6223","True","True","PEKERJA PERIKANAN TANGKAP DI LAUT DALAM","PEKERJA PERIKANAN TANGKAP DI LAUT DALAM","True","825","825","True"
"6224","True","True","PEMBURU DAN PENANGKAPAN SATWA LIAR","PEMBURU DAN PENANGKAPAN SATWA LIAR","True","827","827","True"
"63","True","True","PETANI, NELAYAN, PEMBURU, DAN PENGUMPUL SUBSISTEN","PETANI, NELAYAN, PEMBURU, DAN PENGUMPUL SUBSISTEN","True","828","828","True"
"631","True","True","PETANI SUBSISTEN","PETANI SUBSISTEN","True","828","828","True"
"6310","True","True","PETANI SUBSISTEN","PETANI SUBSISTEN","True","829","829","True"
"632","True","True","PETERNAK SUBSISTEN","PETERNAK SUBSISTEN","True","830","830","True"
"6320","True","True","PETERNAK SUBSISTEN","PETERNAK SUBSISTEN","True","830","830","True"
"633","True","True","PETANI DAN PETERNAK (CAMPURAN) SUBSISTEN","PETANI DAN PETERNAK (CAMPURAN) SUBSISTEN","True","831","831","True"
"6330","True","True","PETANI DAN PETERNAK (CAMPURAN) SUBSISTEN","PETANI DAN PETERNAK (CAMPURAN) SUBSISTEN","True","832","832","True"
"634","True","True","NELAYAN, PEMBURU, PENANGKAP, DAN PENGUMPUL SUBSISTEN","NELAYAN, PEMBURU, PENANGKAP, DAN PENGUMPUL SUBSISTEN","True","833","833","True"
"6340","True","True","NELAYAN, PEMBURU, PENANGKAP, DAN PENGUMPUL SUBSISTEN","NELAYAN, PEMBURU, PENANGKAP, DAN PENGUMPUL SUBSISTEN","True","833","833","True"
"7","True","True","PEKERJA PENGOLAHAN, KERAJINAN, DAN YBDI","PEKERJA PENGOLAHAN, KERAJINAN, DAN YBDI","True","839","839","True"
"71","True","True","PEKERJA BANGUNAN DAN YBDI, SELAIN PEKERJA KELISTRIKAN","PEKERJA BANGUNAN DAN YBDI, SELAIN PEKERJA KELISTRIKAN","True","839","839","True"
"711","True","True","PEKERJA KERANGKA BANGUNAN DAN YBDI","PEKERJA KERANGKA BANGUNAN DAN YBDI","True","840","840","True"
"7111","True","True","PEKERJA BANGUNAN RUMAH","PEKERJA BANGUNAN RUMAH","True","841","841","True"
"7112","True","True","TUKANG TEMBOK DAN YBDI","TUKANG TEMBOK DAN YBDI","True","841","841","True"
"7113","True","True","PEMBELAH, PEMOTONG, PEMECAH, DAN PEMAHAT BATU","PEMBELAH, PEMOTONG, PEMECAH, DAN PEMAHAT BATU","True","842","842","True"
"7114","True","True","TUKANG BETON DAN YBDI","TUKANG BETON DAN YBDI","True","843","843","True"
"7115","True","True","TUKANG KAYU BANGUNAN","TUKANG KAYU BANGUNAN","True","843","843","True"
"7119","True","True","PEKERJA KERANGKA BANGUNAN YTDL","PEKERJA KERANGKA BANGUNAN YTDL","True","845","845","True"
"712","True","True","PEKERJA PENYELESAIAN BANGUNAN DAN YBDI","PEKERJA PENYELESAIAN BANGUNAN DAN YBDI","True","846","846","True"
"7121","True","True","PEKERJA ATAP BANGUNAN","PEKERJA ATAP BANGUNAN","True","847","847","True"
"7122","True","True","PEKERJA LANTAI DAN UBIN","PEKERJA LANTAI DAN UBIN","True","848","848","True"
"7123","True","True","PEKERJA PLESTER","PEKERJA PLESTER","True","849","849","True"
"7124","True","True","PEKERJA ISOLASI","PEKERJA ISOLASI","True","850","850","True"
"7125","True","True","PEKERJA KACA","PEKERJA KACA","True","852","852","True"
"7126","True","True","PEKERJA PERPIPAAN","PEKERJA PERPIPAAN","True","853","853","True"
"7127","True","True","MEKANIK PENDINGIN UDARA DAN LEMARI PENDINGIN","MEKANIK PENDINGIN UDARA DAN LEMARI PENDINGIN","True","854","854","True"
"713","True","True","PEKERJA PENGECATAN, PEMBERSIH BANGUNAN, DAN YBDI","PEKERJA PENGECATAN, PEMBERSIH BANGUNAN, DAN YBDI","True","854","854","True"
"7131","True","True","PEKERJA PENGECATAN BANGUNAN DAN YBDI","PEKERJA PENGECATAN BANGUNAN DAN YBDI","True","855","855","True"
"7132","True","True","PEKERJA CAT SEMPROT DAN VERNIS","PEKERJA CAT SEMPROT DAN VERNIS","True","856","856","True"
"7133","True","True","PEMBERSIH BANGUNAN","PEMBERSIH BANGUNAN","True","857","857","True"
"72","True","True","PEKERJA LOGAM, PERMESINAN, DAN YBDI","PEKERJA LOGAM, PERMESINAN, DAN YBDI","True","857","857","True"
"721","True","True","PEKERJA PENCETAK STRUKTUR DAN LEMBARAN LOGAM, PELEBUR LOGAM, TUKANG LAS, DAN YBDI","PEKERJA PENCETAK STRUKTUR DAN LEMBARAN LOGAM, PELEBUR LOGAM, TUKANG LAS, DAN YBDI","True","858","858","True"
"7211","True","True","PELEBUR DAN PENCETAK INTI LOGAM","PELEBUR DAN PENCETAK INTI LOGAM","True","859","859","True"
"7212","True","True","PEKERJA PEMOTONGAN DAN PENGELASAN","PEKERJA PEMOTONGAN DAN PENGELASAN","True","859","859","True"
"7213","True","True","PEKERJA LOGAM LEMBARAN","PEKERJA LOGAM LEMBARAN","True","861","861","True"
"7214","True","True","PEKERJA PENYIAPAN DAN PEMANCANGAN STRUKTUR LOGAM","PEKERJA PENYIAPAN DAN PEMANCANGAN STRUKTUR LOGAM","True","862","862","True"
"7215","True","True","PEMASANG DAN PENYAMBUNG TALI KABEL","PEMASANG DAN PENYAMBUNG TALI KABEL","True","863","863","True"
"722","True","True","PANDAI BESI, PEMBUAT PERKAKAS, DAN YBDI","PANDAI BESI, PEMBUAT PERKAKAS, DAN YBDI","True","864","864","True"
"7221","True","True","PANDAI BESI, PEKERJA TEMPA, DAN PRESS LOGAM","PANDAI BESI, PEKERJA TEMPA, DAN PRESS LOGAM","True","864","864","True"
"7222","True","True","PEMBUAT PERKAKAS DAN YBDI","PEMBUAT PERKAKAS DAN YBDI","True","865","865","True"
"7223","True","True","OPERATOR DAN PENYETEL MESIN PENGERJAAN LOGAM","OPERATOR DAN PENYETEL MESIN PENGERJAAN LOGAM","True","867","867","True"
"7224","True","True","PEMOLES LOGAM, PENGASAH, DAN PENAJAM PERKAKAS LOGAM","PEMOLES LOGAM, PENGASAH, DAN PENAJAM PERKAKAS LOGAM","True","868","868","True"
"723","True","True","MEKANIK DAN TUKANG REPARASI MESIN","MEKANIK DAN TUKANG REPARASI MESIN","True","869","869","True"
"7231","True","True","MEKANIK DAN TUKANG REPARASI KENDARAAN BERMOTOR","MEKANIK DAN TUKANG REPARASI KENDARAAN BERMOTOR","True","870","870","True"
"7232","True","True","MEKANIK DAN TUKANG REPARASI MESIN PESAWAT","MEKANIK DAN TUKANG REPARASI MESIN PESAWAT","True","872","872","True"
"7233","True","True","MEKANIK DAN TUKANG REPARASI MESIN PERTANIAN DAN INDUSTRI","MEKANIK DAN TUKANG REPARASI MESIN PERTANIAN DAN INDUSTRI","True","875","875","True"
"7234","True","True","TUKANG REPARASI SEPEDA DAN YBDI","TUKANG REPARASI SEPEDA DAN YBDI","True","876","876","True"
"73","True","True","PEKERJA KERAJINAN DAN PERCETAKAN","PEKERJA KERAJINAN DAN PERCETAKAN","True","877","877","True"
"731","True","True","PEKERJA KERAJINAN","PEKERJA KERAJINAN","True","877","877","True"
"7311","True","True","PEMBUAT DAN TUKANG REPARASI PERALATAN PRESISI","PEMBUAT DAN TUKANG REPARASI PERALATAN PRESISI","True","878","878","True"
"7312","True","True","PEMBUAT DAN PENYETEM ALAT MUSIK","PEMBUAT DAN PENYETEM ALAT MUSIK","True","880","880","True"
"7313","True","True","PEKERJA PEMBUAT PERHIASAN DAN BARANG DARI LOGAM MULIA","PEKERJA PEMBUAT PERHIASAN DAN BARANG DARI LOGAM MULIA","True","882","882","True"
"7314","True","True","PEMBUAT TEMBIKAR DAN YBDI","PEMBUAT TEMBIKAR DAN YBDI","True","883","883","True"
"7315","True","True","PEMBUAT, PEMOTONG, PENGASAH, DAN PENYELESAI KACA","PEMBUAT, PEMOTONG, PENGASAH, DAN PENYELESAI KACA","True","885","885","True"
"7316","True","True","PEMBUAT PAPAN TANDA, PELUKIS DEKORATIF, PENGUKIR, DAN PENGETSA","PEMBUAT PAPAN TANDA, PELUKIS DEKORATIF, PENGUKIR, DAN PENGETSA","True","886","886","True"
"7317","True","True","PEMBUAT KERAJINAN DARI KAYU, KERANJANG ANYAMAN, DAN DARI BAHAN YBDI","PEMBUAT KERAJINAN DARI KAYU, KERANJANG ANYAMAN, DAN DARI BAHAN YBDI","True","888","888","True"
"7318","True","True","PEMBUAT KERAJINAN DARI TEKSTIL, KULIT, DAN BAHAN YBDI","PEMBUAT KERAJINAN DARI TEKSTIL, KULIT, DAN BAHAN YBDI","True","889","889","True"
"7319","True","True","PEMBUAT KERAJINAN YTDL","PEMBUAT KERAJINAN YTDL","True","891","891","True"
"732","True","True","PEKERJA PERCETAKAN","PEKERJA PERCETAKAN","True","892","892","True"
"7321","True","True","PEKERJA PRACETAK","PEKERJA PRACETAK","True","892","892","True"
"7322","True","True","PEKERJA PENCETAKAN","PEKERJA PENCETAKAN","True","894","894","True"
"7323","True","True","PEKERJA PENYELESAIAN DAN PENJILIDAN CETAKAN","PEKERJA PENYELESAIAN DAN PENJILIDAN CETAKAN","True","895","895","True"
"74","True","True","PEKERJA KELISTRIKAN DAN ELEKTRONIK","PEKERJA KELISTRIKAN DAN ELEKTRONIK","True","897","897","True"
"741","True","True","PEKERJA INSTALASI DAN REPARASI PERALATAN LISTRIK","PEKERJA INSTALASI DAN REPARASI PERALATAN LISTRIK","True","897","897","True"
"7411","True","True","PEKERJA KELISTRIKAN BANGUNAN DAN YBDI","PEKERJA KELISTRIKAN BANGUNAN DAN YBDI","True","898","898","True"
"7412","True","True","MEKANIK DAN PEMASANG PERALATAN LISTRIK","MEKANIK DAN PEMASANG PERALATAN LISTRIK","True","899","899","True"
"7413","True","True","PEKERJA INSTALASI DAN REPARASI JARINGAN LISTRIK","PEKERJA INSTALASI DAN REPARASI JARINGAN LISTRIK","True","900","900","True"
"742","True","True","PEKERJA INSTALASI DAN REPARASI ELEKTRONIK DAN TELEKOMUNIKASI","PEKERJA INSTALASI DAN REPARASI ELEKTRONIK DAN TELEKOMUNIKASI","True","901","901","True"
"7421","True","True","PEKERJA MEKANIK DAN SERVIS PERALATAN ELEKTRONIK","PEKERJA MEKANIK DAN SERVIS PERALATAN ELEKTRONIK","True","901","901","True"
"7422","True","True","PEKERJA INSTALASI DAN SERVIS PERALATAN TEKNOLOGI INFORMASI DAN KOMUNIKASI","PEKERJA INSTALASI DAN SERVIS PERALATAN TEKNOLOGI INFORMASI DAN KOMUNIKASI","True","903","903","True"
"75","True","True","PEKERJA PENGOLAHAN MAKANAN, KAYU, GARMEN, DAN YBDI","PEKERJA PENGOLAHAN MAKANAN, KAYU, GARMEN, DAN YBDI","True","904","904","True"
"751","True","True","PEKERJA PENGOLAHAN MAKANAN DAN YBDI","PEKERJA PENGOLAHAN MAKANAN DAN YBDI","True","905","905","True"
"7511","True","True","PEMOTONG HEWAN, PENJUAL IKAN SEGAR, DAN PENGOLAH MAKANAN YBDI","PEMOTONG HEWAN, PENJUAL IKAN SEGAR, DAN PENGOLAH MAKANAN YBDI","True","905","905","True"
"7512","True","True","PEMBUAT ROTI, KUE, DAN KEMBANG GULA","PEMBUAT ROTI, KUE, DAN KEMBANG GULA","True","907","907","True"
"7513","True","True","PEMBUAT PRODUK SUSU","PEMBUAT PRODUK SUSU","True","908","908","True"
"7514","True","True","PENGAWET BUAH, SAYUR, DAN YBDI","PENGAWET BUAH, SAYUR, DAN YBDI","True","909","909","True"
"7515","True","True","AHLI PENCICIP DAN PENILAI KUALITAS MAKANAN DAN MINUMAN","AHLI PENCICIP DAN PENILAI KUALITAS MAKANAN DAN MINUMAN","True","911","911","True"
"7516","True","True","PENGOLAH TEMBAKAU DAN PEMBUAT PRODUK TEMBAKAU","PENGOLAH TEMBAKAU DAN PEMBUAT PRODUK TEMBAKAU","True","912","912","True"
"752","True","True","PEKERJA PENGOLAHAN KAYU, PEMBUAT FURNITUR, DAN YBDI","PEKERJA PENGOLAHAN KAYU, PEMBUAT FURNITUR, DAN YBDI","True","913","913","True"
"7521","True","True","PEKERJA PENGAWETAN KAYU","PEKERJA PENGAWETAN KAYU","True","914","914","True"
"7522","True","True","PEMBUAT FURNITUR DAN YBDI","PEMBUAT FURNITUR DAN YBDI","True","915","915","True"
"7523","True","True","PENYETEL DAN OPERATOR MESIN PERKAKAS PENGOLAHAN KAYU","PENYETEL DAN OPERATOR MESIN PERKAKAS PENGOLAHAN KAYU","True","916","916","True"
"753","True","True","PEKERJA GARMEN DAN YBDI","PEKERJA GARMEN DAN YBDI","True","918","918","True"
"7531","True","True","PEMBUAT PAKAIAN, PAKAIAN DARI KULIT, DAN PENUTUP KEPALA","PEMBUAT PAKAIAN, PAKAIAN DARI KULIT, DAN PENUTUP KEPALA","True","918","918","True"
"7532","True","True","PEMBUAT DAN PEMOTONG POLA GARMEN DAN YBDI","PEMBUAT DAN PEMOTONG POLA GARMEN DAN YBDI","True","920","920","True"
"7533","True","True","TUKANG JAHIT, PENYULAM, DAN YBDI","TUKANG JAHIT, PENYULAM, DAN YBDI","True","921","921","True"
"7534","True","True","PELAPIS FURNITUR (UPHOLSTER) DAN YBDI","PELAPIS FURNITUR (UPHOLSTER) DAN YBDI","True","923","923","True"
"7535","True","True","PEMBERSIH KULIT, PENYAMAK KULIT, DAN PEWARNA KULIT","PEMBERSIH KULIT, PENYAMAK KULIT, DAN PEWARNA KULIT","True","924","924","True"
"7536","True","True","PEMBUAT SEPATU DAN YBDI","PEMBUAT SEPATU DAN YBDI","True","925","925","True"
"754","True","True","PEKERJA PENGOLAHAN LAINNYA DAN YBDI","PEKERJA PENGOLAHAN LAINNYA DAN YBDI","True","927","927","True"
"7541","True","True","PEKERJA BAWAH AIR","PEKERJA BAWAH AIR","True","927","927","True"
"7542","True","True","JURU LEDAK DAN JURU TEMBAK","JURU LEDAK DAN JURU TEMBAK","True","929","929","True"
"7543","True","True","PENGUJI DAN PENILAI KUALITAS PRODUK (SELAIN PRODUK MAKANAN DAN MINUMAN)","PENGUJI DAN PENILAI KUALITAS PRODUK (SELAIN PRODUK MAKANAN DAN MINUMAN)","True","930","930","True"
"7544","True","True","PENGENDALI DAN PEMBASMI HAMA DAN GULMA","PENGENDALI DAN PEMBASMI HAMA DAN GULMA","True","931","931","True"
"7549","True","True","PEKERJA PENGOLAHAN LAINNYA YTDL","PEKERJA PENGOLAHAN LAINNYA YTDL","True","932","932","True"
"8","True","True","OPERATOR DAN PERAKIT MESIN","OPERATOR DAN PERAKIT MESIN","True","937","937","True"
"81","True","True","OPERATOR MESIN STASIONER DAN YBDI","OPERATOR MESIN STASIONER DAN YBDI","True","937","937","True"
"811","True","True","OPERATOR MESIN PENGOLAHAN BAHAN TAMBANG DAN MINERAL","OPERATOR MESIN PENGOLAHAN BAHAN TAMBANG DAN MINERAL","True","938","938","True"
"8111","True","True","PEKERJA TAMBANG DAN PEKERJA PENGGALIAN","PEKERJA TAMBANG DAN PEKERJA PENGGALIAN","True","938","938","True"
"8112","True","True","OPERATOR MESIN PENGOLAHAN BIJIH MINERAL DAN BATU","OPERATOR MESIN PENGOLAHAN BIJIH MINERAL DAN BATU","True","942","942","True"
"8113","True","True","PEKERJA PENGEBORAN DAN PENGGALIAN SUMUR YBDI","PEKERJA PENGEBORAN DAN PENGGALIAN SUMUR YBDI","True","944","944","True"
"8114","True","True","OPERATOR MESIN PENGOLAHAN SEMEN, BATU, DAN MINERAL LAINNYA","OPERATOR MESIN PENGOLAHAN SEMEN, BATU, DAN MINERAL LAINNYA","True","946","946","True"
"812","True","True","OPERATOR MESIN PENGOLAHAN LOGAM","OPERATOR MESIN PENGOLAHAN LOGAM","True","949","949","True"
"8121","True","True","OPERATOR MESIN PENGOLAHAN LOGAM","OPERATOR MESIN PENGOLAHAN LOGAM","True","949","949","True"
"8122","True","True","OPERATOR MESIN PENYELESAIAN, PENYEPUHAN, DAN PELAPISAN LOGAM","OPERATOR MESIN PENYELESAIAN, PENYEPUHAN, DAN PELAPISAN LOGAM","True","951","951","True"
"813","True","True","OPERATOR MESIN PENGOLAHAN BAHAN KIMIA DAN FOTOGRAFI","OPERATOR MESIN PENGOLAHAN BAHAN KIMIA DAN FOTOGRAFI","True","953","953","True"
"8131","True","True","OPERATOR MESIN PENGOLAHAN BAHAN KIMIA","OPERATOR MESIN PENGOLAHAN BAHAN KIMIA","True","954","954","True"
"8132","True","True","OPERATOR MESIN PENGOLAHAN PRODUK FOTOGRAFI","OPERATOR MESIN PENGOLAHAN PRODUK FOTOGRAFI","True","957","957","True"
"814","True","True","OPERATOR MESIN PENGOLAHAN KARET, PLASTIK, DAN KERTAS","OPERATOR MESIN PENGOLAHAN KARET, PLASTIK, DAN KERTAS","True","958","958","True"
"8141","True","True","OPERATOR MESIN PENGOLAHAN KARET","OPERATOR MESIN PENGOLAHAN KARET","True","959","959","True"
"8142","True","True","OPERATOR MESIN PENGOLAHAN PLASTIK","OPERATOR MESIN PENGOLAHAN PLASTIK","True","961","961","True"
"8143","True","True","OPERATOR MESIN PENGOLAHAN KERTAS","OPERATOR MESIN PENGOLAHAN KERTAS","True","963","963","True"
"815","True","True","OPERATOR MESIN PENGOLAHAN TEKSTIL, KULIT, DAN BULU","OPERATOR MESIN PENGOLAHAN TEKSTIL, KULIT, DAN BULU","True","965","965","True"
"8151","True","True","OPERATOR MESIN PENYIAPAN, PEMINTALAN, DAN PENGGULUNGAN SERAT","OPERATOR MESIN PENYIAPAN, PEMINTALAN, DAN PENGGULUNGAN SERAT","True","966","966","True"
"8152","True","True","OPERATOR MESIN TENUN DAN RAJUT","OPERATOR MESIN TENUN DAN RAJUT","True","968","968","True"
"8153","True","True","OPERATOR MESIN JAHIT","OPERATOR MESIN JAHIT","True","969","969","True"
"8154","True","True","OPERATOR MESIN PEMUTIHAN, PENCELUPAN, DAN PEMBERSIHAN KAIN","OPERATOR MESIN PEMUTIHAN, PENCELUPAN, DAN PEMBERSIHAN KAIN","True","971","971","True"
"8155","True","True","OPERATOR MESIN PENYIAPAN BULU DAN KULIT","OPERATOR MESIN PENYIAPAN BULU DAN KULIT","True","972","972","True"
"8156","True","True","OPERATOR MESIN PEMBUAT SEPATU DAN YBDI","OPERATOR MESIN PEMBUAT SEPATU DAN YBDI","True","974","974","True"
"8157","True","True","OPERATOR MESIN PENATU","OPERATOR MESIN PENATU","True","974","974","True"
"8159","True","True","OPERATOR MESIN PENGOLAHAN TEKSTIL, BULU, DAN KULIT YTDL","OPERATOR MESIN PENGOLAHAN TEKSTIL, BULU, DAN KULIT YTDL","True","976","976","True"
"816","True","True","OPERATOR MESIN PENGOLAHAN MAKANAN DAN YBDI","OPERATOR MESIN PENGOLAHAN MAKANAN DAN YBDI","True","977","977","True"
"8160","True","True","OPERATOR MESIN PENGOLAHAN MAKANAN DAN YBDI","OPERATOR MESIN PENGOLAHAN MAKANAN DAN YBDI","True","978","978","True"
"817","True","True","OPERATOR MESIN PENGOLAHAN KAYU DAN PEMBUATAN KERTAS","OPERATOR MESIN PENGOLAHAN KAYU DAN PEMBUATAN KERTAS","True","981","981","True"
"8171","True","True","OPERATOR MESIN PENGOLAHAN BUBUR KERTAS DAN PEMBUATAN KERTAS","OPERATOR MESIN PENGOLAHAN BUBUR KERTAS DAN PEMBUATAN KERTAS","True","981","981","True"
"8172","True","True","OPERATOR MESIN PENGOLAHAN KAYU","OPERATOR MESIN PENGOLAHAN KAYU","True","983","983","True"
"818","True","True","OPERATOR MESIN STASIONER LAINNYA","OPERATOR MESIN STASIONER LAINNYA","True","985","985","True"
"8181","True","True","OPERATOR MESIN PENGOLAHAN KACA DAN KERAMIK","OPERATOR MESIN PENGOLAHAN KACA DAN KERAMIK","True","985","985","True"
"8182","True","True","OPERATOR MESIN UAP DAN KETEL UAP","OPERATOR MESIN UAP DAN KETEL UAP","True","988","988","True"
"8183","True","True","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","OPERATOR MESIN PENGISIAN BOTOL, PELABELAN, DAN PENGEMASAN","True","991","991","True"
"8189","True","True","OPERATOR MESIN STASIONER YTDL","OPERATOR MESIN STASIONER YTDL","True","992","992","True"
"82","True","True","PERAKIT","PERAKIT","True","993","993","True"
"821","True","True","PERAKIT","PERAKIT","True","993","993","True"
"8211","True","True","PERAKIT MESIN MEKANIK","PERAKIT MESIN MEKANIK","True","994","994","True"
"8212","True","True","PERAKIT PERALATAN LISTRIK DAN ELEKTRONIK","PERAKIT PERALATAN LISTRIK DAN ELEKTRONIK","True","996","996","True"
"8219","True","True","PERAKIT YTDL","PERAKIT YTDL","True","998","998","True"
"83","True","True","PENGEMUDI DAN OPERATOR MESIN BERGERAK","PENGEMUDI DAN OPERATOR MESIN BERGERAK","True","1001","1001","True"
"831","True","True","MASINIS MESIN LOKOMOTIF DAN YBDI","MASINIS MESIN LOKOMOTIF DAN YBDI","True","1002","1002","True"
"8311","True","True","MASINIS MESIN LOKOMOTIF","MASINIS MESIN LOKOMOTIF","True","1002","1002","True"
"8312","True","True","OPERATOR REM, SINYAL, DAN LANGSIR KERETA API","OPERATOR REM, SINYAL, DAN LANGSIR KERETA API","True","1003","1003","True"
"832","True","True","PENGEMUDI MOBIL, VAN, DAN SEPEDA MOTOR","PENGEMUDI MOBIL, VAN, DAN SEPEDA MOTOR","True","1005","1005","True"
"8321","True","True","PENGEMUDI SEPEDA MOTOR","PENGEMUDI SEPEDA MOTOR","True","1005","1005","True"
"8322","True","True","PENGEMUDI MOBIL, TAKSI, DAN VAN","PENGEMUDI MOBIL, TAKSI, DAN VAN","True","1007","1007","True"
"833","True","True","PENGEMUDI TRUK BERAT DAN BUS","PENGEMUDI TRUK BERAT DAN BUS","True","1008","1008","True"
"8331","True","True","PENGEMUDI BUS DAN TREM","PENGEMUDI BUS DAN TREM","True","1008","1008","True"
"8332","True","True","PENGEMUDI TRUK BERAT DAN TRUK KONTAINER","PENGEMUDI TRUK BERAT DAN TRUK KONTAINER","True","1009","1009","True"
"834","True","True","OPERATOR MESIN BERGERAK","OPERATOR MESIN BERGERAK","True","1011","1011","True"
"8341","True","True","OPERATOR MESIN BERGERAK PERTANIAN DAN KEHUTANAN","OPERATOR MESIN BERGERAK PERTANIAN DAN KEHUTANAN","True","1011","1011","True"
"8342","True","True","OPERATOR MESIN PENGERUK TANAH DAN YBDI","OPERATOR MESIN PENGERUK TANAH DAN YBDI","True","1013","1013","True"
"8343","True","True","OPERATOR MESIN DEREK/CRANE, PENGEREK/HOIST, DAN YBDI","OPERATOR MESIN DEREK/CRANE, PENGEREK/HOIST, DAN YBDI","True","1017","1017","True"
"8344","True","True","OPERATOR FORKLIFT","OPERATOR FORKLIFT","True","1019","1019","True"
"835","True","True","AWAK GELADAK KAPAL DAN YBDI","AWAK GELADAK KAPAL DAN YBDI","True","1020","1020","True"
"8350","True","True","AWAK GELADAK KAPAL DAN YBDI","AWAK GELADAK KAPAL DAN YBDI","True","1020","1020","True"
"9","True","True","PEKERJA KASAR","PEKERJA KASAR","True","1025","1025","True"
"91","True","True","TENAGA KEBERSIHAN DAN JURU BANTU","TENAGA KEBERSIHAN DAN JURU BANTU","True","1025","1025","True"
"911","True","True","TENAGA KEBERSIHAN DAN JURU BANTU RUMAH TANGGA, HOTEL, DAN KANTOR","TENAGA KEBERSIHAN DAN JURU BANTU RUMAH TANGGA, HOTEL, DAN KANTOR","True","1026","1026","True"
"9111","True","True","TENAGA KEBERSIHAN DAN JURU BANTU RUMAH TANGGA","TENAGA KEBERSIHAN DAN JURU BANTU RUMAH TANGGA","True","1026","1026","True"
"9112","True","True","TENAGA KEBERSIHAN DAN JURU BANTU DI KANTOR, HOTEL, DAN TEMPAT LAINNYA","TENAGA KEBERSIHAN DAN JURU BANTU DI KANTOR, HOTEL, DAN TEMPAT LAINNYA","True","1027","1027","True"
"912","True","True","TENAGA CUCI KENDARAAN, JENDELA, BINATU, DAN TENAGA KEBERSIHAN DENGAN TANGAN LAINNYA","TENAGA CUCI KENDARAAN, JENDELA, BINATU, DAN TENAGA KEBERSIHAN DENGAN TANGAN LAINNYA","True","1029","1029","True"
"9121","True","True","TENAGA CUCI DAN SETRIKA DENGAN TANGAN","TENAGA CUCI DAN SETRIKA DENGAN TANGAN","True","1030","1030","True"
"9122","True","True","TENAGA CUCI KENDARAAN","TENAGA CUCI KENDARAAN","True","1031","1031","True"
"9123","True","True","TENAGA PEMBERSIH JENDELA","TENAGA PEMBERSIH JENDELA","True","1032","1032","True"
"9129","True","True","TENAGA KEBERSIHAN LAINNYA","TENAGA KEBERSIHAN LAINNYA","True","1032","1032","True"
"92","True","True","BURUH PERTANIAN, KEHUTANAN, DAN PERIKANAN","BURUH PERTANIAN, KEHUTANAN, DAN PERIKANAN","True","1034","1034","True"
"921","True","True","BURUH PERTANIAN, KEHUTANAN, DAN PERIKANAN","BURUH PERTANIAN, KEHUTANAN, DAN PERIKANAN","True","1034","1034","True"
"9211","True","True","BURUH PERTANIAN","BURUH PERTANIAN","True","1035","1035","True"
"9212","True","True","BURUH PETERNAKAN","BURUH PETERNAKAN","True","1038","1038","True"
"9213","True","True","BURUH CAMPURAN PERTANIAN DAN PETERNAKAN","BURUH CAMPURAN PERTANIAN DAN PETERNAKAN","True","1039","1039","True"
